,cases,deaths,recovered,hospitalized,transmission_rate,mutation_count,severity_level,case_fatality_rate,hospitalized_rate,recovery_rate,variant_prevalence,mutation_transmission_ratio,mutation_transmission_interaction,variant_Beta,variant_Delta,variant_Epsilon,variant_Gamma,variant_Lambda,variant_Mu,variant_Omicron,variant_Theta,variant_Zeta
149,15323,1960,71436,9651,2.6,14,Critical,12.791228871630883,62.983749918423285,466.2011355478692,0.29352477413840433,5.384615384615384,36.4,0,0,0,0,0,0,0,0,1
22,20174,1776,23791,5609,1.72,7,Mild,8.803410330127887,27.803112917616733,117.92901754733816,0.49212439960286586,4.069767441860465,12.04,0,0,0,0,0,0,0,1,0
704,11490,2763,66517,8323,2.33,12,Severe,24.04699738903394,72.43690165361184,578.9120974760662,0.28028697092480065,5.150214592274678,27.96,1,0,0,0,0,0,0,0,0
564,30754,3515,27436,4667,2.65,1,Moderate,11.429407556740587,15.175261754568512,89.21115952396437,0.6146706293608457,0.37735849056603776,2.65,0,0,0,0,0,1,0,0,0
61,745,2001,54403,9131,2.61,16,Moderate,268.59060402684565,1225.6375838926174,7302.41610738255,0.014673028786906853,6.130268199233717,41.76,0,0,0,0,1,0,0,0,0
803,22836,4251,30028,6279,1.4,10,Mild,18.615344193378874,27.49605885444036,131.49413207216676,0.5570612069659484,7.142857142857143,14.0,0,0,0,0,0,0,0,1,0
541,15948,4351,68257,392,2.47,12,Mild,27.282417858038627,2.457988462503135,427.99724103335836,0.31759719045575435,4.8582995951417,29.64,0,0,0,0,0,1,0,0,0
197,49516,2924,13459,7510,2.81,6,Moderate,5.905161967848776,15.166814766944018,27.181113175539217,0.9896608858500239,2.1352313167259784,16.86,0,1,0,0,0,0,0,0,0
763,81005,2946,55963,3928,1.95,2,Critical,3.6368125424356523,4.8490833899142025,69.08585889759891,1.7322985519947254,1.0256410256410258,3.9,0,0,0,0,0,0,0,0,1
481,2111,150,76223,3665,1.62,12,Moderate,7.105637138796779,173.61440075793462,3610.7531975367124,0.042191900194470486,7.4074074074074066,19.44,0,0,0,0,0,0,0,1,0
246,46503,3273,11460,7886,2.6,6,Moderate,7.038255596413134,16.958045717480594,24.64357138249145,1.1343938214896436,2.3076923076923075,15.600000000000001,0,0,0,0,0,0,0,0,0
327,31437,389,13830,2703,2.22,3,Severe,1.2373954257721793,8.598148678308998,43.992747399561026,0.6254455282246296,1.3513513513513513,6.66,0,0,1,0,0,0,0,0,0
921,24572,2477,73340,7338,1.42,9,Mild,10.080579521406479,29.86325899397688,298.4698030278365,0.4911129187960818,6.338028169014085,12.78,0,0,0,0,0,0,0,1,0
52,24317,3752,9536,1202,2.18,2,Critical,15.429534893284533,4.9430439610149275,39.21536373730312,0.5192096022923199,0.9174311926605504,4.36,0,1,0,0,0,0,0,0,0
94,41955,2218,48970,6375,2.21,17,Mild,5.286616613037778,15.194851626742938,116.72029555476104,0.8958111142071093,7.6923076923076925,37.57,0,0,0,0,0,1,0,0,0
129,93912,4369,46725,8472,2.61,18,Moderate,4.652227617343897,9.021211346792741,49.754025044722724,1.8702149078304993,6.8965517241379315,46.98,0,0,0,0,0,1,0,0,0
437,38492,2915,72970,9840,2.68,7,Severe,7.57300218227164,25.56375350722228,189.5718590876026,0.8231545690189616,2.6119402985074625,18.76,0,0,0,0,0,0,1,0,0
27,55761,2469,67033,3579,0.84,18,Critical,4.427825899822457,6.418464518211653,120.21484550133606,1.1905928623358988,21.42857142857143,15.12,0,0,0,1,0,0,0,0,0
436,50683,1813,65992,800,2.67,15,Moderate,3.5771363178975197,1.5784385296845096,130.20539431367519,1.0093289693923375,5.617977528089888,40.05,0,0,1,0,0,0,0,0,0
446,61149,82,29475,8989,2.37,17,Severe,0.1340986770020769,14.700158628922797,48.20193298336849,1.305635891375296,7.172995780590717,40.29,0,0,0,1,0,0,0,0,0
889,47477,650,36684,4282,2.63,19,Mild,1.369083977504897,9.0191039871938,77.26688712429176,0.9454829327356313,7.224334600760456,49.97,0,0,1,0,0,0,0,0,0
669,5945,2463,66680,5197,2.74,8,Moderate,41.42977291841884,87.41799831791421,1121.6148023549201,0.11882086530370774,2.9197080291970803,21.92,0,0,0,0,0,0,0,1,0
789,48866,2561,62609,6440,2.77,6,Moderate,5.240862767568453,13.178897392870297,128.12384889289078,0.9721990387831139,2.1660649819494586,16.62,1,0,0,0,0,0,0,0,0
469,76808,859,10333,1525,1.49,12,Mild,1.1183730861368608,1.9854702635142174,13.453025726486825,1.8736537565528362,8.053691275167786,17.88,0,0,0,0,0,0,0,0,1
422,28769,4840,86494,7543,0.8,9,Moderate,16.823664360944072,26.219194271611805,300.6500052139456,0.6152274185832511,11.25,7.2,0,0,0,0,0,0,1,0,0
444,36888,1091,68204,808,1.58,18,Severe,2.9576013879852527,2.19041422684884,184.89481674257212,0.7338942852419168,11.39240506329114,28.44,0,0,1,0,0,0,0,0,0
575,55668,566,78587,8553,2.54,9,Moderate,1.0167421139613422,15.364302651433498,141.17087015879858,1.0964002235027257,3.543307086614173,22.86,0,0,0,0,0,1,0,0,0
477,44279,3751,37713,8312,1.87,7,Critical,8.471284356015268,18.771878317035164,85.17130016486371,0.8809397380239328,3.7433155080213902,13.09,0,0,0,0,0,0,0,0,1
1,79157,1552,58030,3967,1.16,7,Moderate,1.9606604595929606,5.011559306188966,73.31000416893009,1.5763757715642182,6.03448275862069,8.12,0,1,0,0,0,0,0,0,0
128,9628,2765,76587,1735,1.29,4,Mild,28.71832156211051,18.0203572912339,795.4611549646863,0.19173725543692016,3.1007751937984493,5.16,0,0,0,0,0,1,0,0,0
772,8344,1705,73084,5348,0.71,1,Moderate,20.433844678811123,64.09395973154362,875.8868648130393,0.20354347131388484,1.4084507042253522,0.71,0,0,0,0,0,0,0,0,0
277,30895,1661,4617,1322,1.64,8,Mild,5.3762744780708855,4.2790095484706265,14.944165722608837,0.6146623276553085,4.878048780487805,13.12,0,0,0,1,0,0,0,0,0
450,42949,2093,4671,3094,1.08,10,Severe,4.873221728096114,7.203892989359472,10.87568977158956,0.858408300072152,9.25925925925926,10.8,0,0,0,0,0,0,1,0,0
869,2357,113,76486,5533,1.99,3,Mild,4.794229953330505,234.74756045820956,3245.0572761985577,0.04642191792045564,1.5075376884422111,5.97,0,0,0,1,0,0,0,0,0
581,44795,2854,46385,8747,2.17,19,Severe,6.371246790936488,19.526732894296238,103.54950329277821,0.956449978808425,8.755760368663594,41.23,0,0,1,0,0,0,0,0,0
530,25472,3641,3214,4277,1.47,11,Critical,14.29412688442211,16.79098618090452,12.617776381909549,0.5016797171276394,7.482993197278912,16.169999999999998,0,0,0,0,0,1,0,0,0
102,32702,2660,89549,6543,0.93,18,Moderate,8.134059078955417,20.007950584062137,273.83340468472875,0.6506129612877132,19.35483870967742,16.740000000000002,0,0,0,0,0,1,0,0,0
409,46719,2600,20934,797,1.45,4,Moderate,5.565187611036195,1.7059440484599415,44.808322095935274,1.1396629238151228,2.7586206896551726,5.8,0,0,0,0,0,0,1,0,0
336,33723,3731,19359,1637,0.82,11,Moderate,11.063665747412745,4.854253773389082,57.405924739791836,0.6740111086016712,13.414634146341465,9.02,1,0,0,0,0,0,0,0,0
232,96098,4591,86292,2236,2.66,2,Severe,4.777414722470811,2.3267914004453787,89.79583342005036,1.7977182533372593,0.7518796992481203,5.32,1,0,0,0,0,0,0,0,0
367,3421,3104,55211,9963,2.27,14,Critical,90.73370359543993,291.230634317451,1613.8848289973691,0.07315836487098273,6.167400881057269,31.78,0,0,0,0,0,0,1,0,0
200,77275,253,36689,2072,1.42,15,Critical,0.3274021352313167,2.6813329019734713,47.4784859268845,1.6525321968445454,10.563380281690142,21.299999999999997,0,0,0,0,1,0,0,0,0
938,76340,3020,24754,3671,0.79,11,Critical,3.9559863767356562,4.808750327482316,32.425988996594185,1.8622373681809645,13.924050632911392,8.690000000000001,0,0,0,0,0,0,0,0,0
944,44824,1610,3044,1490,2.18,11,Mild,3.59182580760307,3.324112082812779,6.791004818847046,0.8917826242052612,5.045871559633027,23.98,0,0,0,1,0,0,0,0,0
934,20407,2690,85936,9365,2.08,15,Moderate,13.181751359827508,45.891115793600235,421.1104032929877,0.4060014280777433,7.211538461538462,31.200000000000003,0,0,0,0,0,1,0,0,0
210,8359,3156,15599,1241,0.69,2,Severe,37.75571240579016,14.846273477688717,186.61323124775691,0.16646569569975236,2.8985507246376816,1.38,0,0,0,1,0,0,0,0,0
610,66193,3089,85762,9063,2.32,8,Mild,4.666656595108244,13.691780097593401,129.56354901575696,1.3182035884021663,3.4482758620689657,18.56,0,0,0,0,0,0,1,0,0
248,9268,4349,61463,9051,2.04,3,Mild,46.924902891670264,97.65861027190333,663.1743634009495,0.1830152452805151,1.4705882352941175,6.12,0,1,0,0,0,0,0,0,0
975,28251,1546,13381,1807,2.41,2,Critical,5.472372659374889,6.396233761636756,47.3646950550423,0.5564130688039,0.8298755186721991,4.82,0,0,1,0,0,0,0,0,0
465,86020,3676,18373,2273,0.76,6,Critical,4.273424784933736,2.6424087421529876,21.35898628225994,1.8395447372703697,7.894736842105263,4.5600000000000005,0,0,0,0,0,0,0,1,0
625,28164,2253,1931,9664,1.6,19,Severe,7.9995739241585,34.31330776878284,6.856270416134072,0.5603285255246514,11.875,30.400000000000002,0,0,0,0,0,0,1,0,0
953,29436,4925,79576,6711,2.85,18,Mild,16.731213480092404,22.7986139421117,270.33564342981384,0.585635225015752,6.315789473684211,51.300000000000004,0,0,0,0,0,0,0,1,0
459,15534,3490,15136,1500,2.66,16,Moderate,22.466846916441355,9.656237929702588,97.43787820265226,0.30594742171249806,6.015037593984962,42.56,0,0,0,1,0,0,0,0,0
305,95755,368,61949,636,1.62,10,Severe,0.3843141350321132,0.6641950811968044,64.6953161714793,1.7913017060532923,6.172839506172839,16.200000000000003,0,0,0,0,0,0,0,0,0
49,55526,4958,46041,6370,2.06,6,Moderate,8.929150307963837,11.472103158880524,82.91791232935923,1.1097808859299707,2.912621359223301,12.36,0,0,1,0,0,0,0,0,0
278,8870,3664,48897,2972,1.23,10,Critical,41.30777903043968,33.50620067643743,551.2626832018038,0.1896856756520365,8.130081300813009,12.3,0,0,0,0,1,0,0,0,0
428,67634,2642,52782,4481,0.72,5,Moderate,3.9063193068574975,6.625365940207588,78.04063045213945,1.3469004501683277,6.944444444444445,3.5999999999999996,0,1,0,0,0,0,0,0,0
638,94389,2242,39603,1138,1.78,11,Critical,2.3752767801332784,1.2056489633325917,41.95721959126593,1.7657477597270554,6.179775280898876,19.580000000000002,0,0,0,0,0,1,0,0,0
872,26754,3839,61208,4664,0.7,1,Severe,14.34925618599088,17.432907228825595,228.78074306645738,0.5124950601904894,1.4285714285714286,0.7,0,1,0,0,0,0,0,0,0
738,46192,249,1211,7339,1.93,9,Critical,0.5390543817111187,15.888032559750606,2.621666089366124,0.9878196989536493,4.663212435233161,17.37,0,1,0,0,0,0,0,0,0
651,8116,4927,65602,238,0.55,5,Moderate,60.70724494825037,2.932479053721045,808.304583538689,0.16146947568378325,9.09090909090909,2.75,1,0,0,0,0,0,0,0,0
173,21878,3975,34574,934,0.58,17,Moderate,18.16893683152025,4.26912880519243,158.0308986196179,0.43726877899319055,29.31034482758621,9.86,0,0,0,0,0,0,0,0,0
426,48538,4508,49273,7475,1.13,13,Mild,9.287568503028556,15.400304915736124,101.51427747331986,0.9701139041398429,11.504424778761063,14.689999999999998,0,0,0,0,1,0,0,0,0
85,18199,85,13950,5047,1.08,13,Moderate,0.4670586295950327,27.73229298313094,76.65256332765537,0.35937574976910813,12.037037037037036,14.040000000000001,0,0,1,0,0,0,0,0,0
412,60158,4691,43668,632,1.73,2,Mild,7.7977991289604045,1.0505668406529471,72.5888493633432,1.1968556823786387,1.1560693641618498,3.46,0,0,0,0,0,0,1,0,0
503,93862,4370,53049,6231,1.13,18,Moderate,4.6557712386269205,6.638469242078797,56.51807973407769,2.2896689003432233,15.92920353982301,20.339999999999996,0,1,0,0,0,0,0,0,0
689,84861,4994,91349,3778,1.06,16,Mild,5.884917688926597,4.451986189179953,107.6454437256219,1.6255828400547627,15.094339622641508,16.96,1,0,0,0,0,0,0,0,0
398,71525,3654,1637,488,2.28,12,Critical,5.108703250611675,0.682278923453338,2.2887102411744147,1.4230044662743464,5.2631578947368425,27.36,0,0,0,0,0,0,0,0,1
722,61488,205,44381,9098,1.35,14,Mild,0.3333983866770752,14.79638303408795,72.17831121519646,1.2233163037018806,10.37037037037037,18.900000000000002,0,0,0,0,0,0,0,0,0
729,22131,3306,78036,2905,2.72,18,Severe,14.938321811034298,13.126383805521666,352.6094618408567,0.47253475791961724,6.617647058823529,48.96,0,0,0,0,1,0,0,0,0
492,91675,1184,5363,923,1.26,12,Mild,1.2915189528224706,1.0068175620398145,5.850013635124079,1.8103067124612884,9.523809523809524,15.120000000000001,0,0,1,0,0,0,0,0,0
109,37446,2787,84264,7943,0.76,3,Moderate,7.442717513219035,21.21187843828446,225.0280403781445,0.7484215512468696,3.9473684210526314,2.2800000000000002,0,0,0,1,0,0,0,0,0
174,24364,1391,33935,2180,1.09,11,Moderate,5.709243145624692,8.947627647348547,139.2833689049417,0.48111603755011545,10.091743119266054,11.99,0,0,1,0,0,0,0,0,0
571,26862,3390,63043,5490,1.35,7,Moderate,12.620058074603529,20.437793165065894,234.6921301466756,0.5304440568326712,5.185185185185185,9.450000000000001,0,0,0,0,0,0,0,1,0
600,28408,2700,77204,3209,2.08,2,Critical,9.504364967614757,11.296113770768798,271.768515911011,0.5609729270531801,0.9615384615384615,4.16,0,0,0,0,0,0,1,0,0
799,51061,4290,17703,2640,1.71,7,Critical,8.401715595072561,5.170286520044653,34.670296312253974,1.0168566680374513,4.093567251461988,11.969999999999999,0,0,0,0,0,0,0,0,1
813,41727,2934,45306,293,1.48,2,Critical,7.031418506003308,0.7021832386704053,108.57718024300813,0.7805926195862954,1.3513513513513513,2.96,0,1,0,0,0,0,0,0,0
556,82402,2761,43511,5979,2.42,7,Mild,3.3506468289604623,7.255891847285261,52.80333001626174,1.762173511282876,2.8925619834710745,16.939999999999998,0,0,0,0,0,0,0,0,0
146,68090,1216,51198,1483,2.88,12,Critical,1.7858716404758408,2.1779997062711116,75.19165809957408,1.3608936448325415,4.166666666666667,34.56,0,0,0,0,0,0,0,0,1
139,29616,153,18981,431,2.86,14,Critical,0.516612641815235,1.4552944354403026,64.09035656401944,0.5540305083439434,4.895104895104895,40.04,0,1,0,0,0,0,0,0,0
525,30503,1873,10639,625,2.05,13,Severe,6.140379634790021,2.0489787889715765,34.87853653738976,0.5706237370345525,6.341463414634147,26.65,0,0,0,0,0,0,0,0,1
361,72224,1424,33826,2058,0.86,10,Mild,1.9716437749224633,2.8494683207797964,46.83484714222419,1.4262077120349506,11.627906976744185,8.6,0,0,0,0,0,0,0,1,0
268,62044,4199,79916,4668,2.9,16,Mild,6.7677777061440265,7.523692863129392,128.80536393527174,1.240054123953447,5.517241379310345,46.4,0,0,0,0,0,0,0,0,0
839,29896,4325,11135,898,1.81,15,Moderate,14.466818303451968,3.0037463205780037,37.24578538934974,0.6393284057827827,8.287292817679559,27.150000000000002,0,0,1,0,0,0,0,0,0
308,83475,1907,32349,1191,0.66,8,Severe,2.2845163222521716,1.426774483378257,38.75292003593891,1.785119704064684,12.121212121212121,5.28,0,0,0,0,0,1,0,0,0
802,27017,3293,59804,8871,2.96,3,Severe,12.188621978754117,32.83488174112596,221.35692341858828,0.5768592270893452,1.0135135135135136,8.879999999999999,0,0,0,0,1,0,0,0,0
411,19639,4498,75010,9883,0.52,17,Mild,22.90340648709201,50.3233362187484,381.94409083965576,0.3867967950953875,32.69230769230769,8.84,0,0,0,0,0,0,0,0,1
282,17669,2524,61626,7214,1.92,15,Moderate,14.284905767162828,40.82856981153433,348.7803497651254,0.3489098369509518,7.8125,28.799999999999997,0,0,0,0,1,0,0,0,0
284,62924,4677,82153,136,2.97,1,Severe,7.432776047295149,0.21613374864916404,130.5590871527557,1.2053614101602135,0.33670033670033667,2.97,0,0,0,0,1,0,0,0,0
894,85240,3634,67839,8867,0.57,14,Mild,4.263256687001408,10.402393242609104,79.58587517597373,1.822864373458804,24.56140350877193,7.9799999999999995,0,0,0,0,0,0,0,0,1
916,43065,615,30841,4253,2.61,7,Critical,1.4280738418669452,9.875769186114013,71.61500058051782,1.0505272761424318,2.681992337164751,18.27,0,0,0,1,0,0,0,0,0
850,63215,2505,79317,1374,1.6,17,Moderate,3.9626670885074744,2.1735347623190697,125.47180257850195,1.3518579466001677,10.625,27.200000000000003,1,0,0,0,0,0,0,0,0
30,63087,2783,59337,8514,1.14,17,Critical,4.41136842772679,13.49564886585192,94.05582766655571,1.25634900641348,14.912280701754387,19.38,0,0,0,0,0,0,0,0,1
39,1383,1116,25616,282,2.73,18,Severe,80.6941431670282,20.390455531453362,1852.2053506869124,0.027515067135371146,6.593406593406593,49.14,0,1,0,0,0,0,0,0,0
425,34724,2305,42272,5740,1.05,14,Critical,6.638060131321276,16.53035364589333,121.73712705909459,0.6651670206344679,13.333333333333332,14.700000000000001,0,0,0,0,0,0,0,1,0
317,17809,4854,6561,1892,2.49,1,Severe,27.255881857487786,10.623841877702285,36.84092312875513,0.3559429420006276,0.4016064257028112,2.49,0,0,1,0,0,0,0,0,0
875,29420,514,78583,164,2.58,15,Mild,1.7471108089734875,0.557443915703603,267.10740992522096,0.579436922027919,5.813953488372093,38.7,0,0,0,0,0,0,0,1,0
551,9669,120,33626,7447,2.2,8,Mild,1.2410797393732547,77.0193401592719,347.77122763470885,0.19236672749956876,3.6363636363636362,17.6,0,0,0,1,0,0,0,0,0
701,8168,3719,6414,7335,0.77,11,Critical,45.53134182174339,89.80166503428012,78.52595494613125,0.1992501286783091,14.285714285714285,8.47,0,0,0,0,1,0,0,0,0
562,75350,195,14241,9807,1.98,7,Moderate,0.258792302587923,13.01526211015262,18.89980092899801,1.4433917464810262,3.5353535353535355,13.86,0,0,0,1,0,0,0,0,0
145,22846,1913,69554,6113,1.02,12,Critical,8.373457060316905,26.757419241880413,304.44716799439726,0.5573051468884243,11.76470588235294,12.24,0,0,0,0,0,0,0,0,0
160,22110,699,71178,8466,0.8,5,Critical,3.1614654002713705,38.29036635006784,321.92672998643144,0.47282415881246076,6.25,4.0,0,0,0,0,1,0,0,0,0
758,76212,3513,83341,911,2.84,18,Severe,4.609510313336482,1.1953498136776362,109.35416994698997,1.517727431591043,6.338028169014085,51.12,0,0,0,0,0,0,0,0,1
972,88939,3135,25675,5200,2.55,6,Moderate,3.5248878444776754,5.8467039206647256,28.86810060828208,1.756278905913221,2.3529411764705883,15.299999999999999,0,0,0,0,1,0,0,0,0
624,59054,3611,73964,2731,2.92,2,Moderate,6.114742439123514,4.624580892064889,125.24807803027738,1.1047311466688017,0.684931506849315,5.84,0,0,0,0,0,0,0,0,0
508,37326,869,37016,9409,1.24,12,Moderate,2.328135883834325,25.207630070192362,99.16947971923055,0.7351482852350137,9.67741935483871,14.879999999999999,0,1,0,0,0,0,0,0,0
355,61135,4559,57585,5660,2.49,16,Critical,7.457266704833565,9.258199067637197,94.19317903001554,1.3073769764359922,6.425702811244979,39.84,0,0,0,0,1,0,0,0,0
623,72905,1736,61972,7455,2.99,7,Severe,2.3811809889582336,10.225636101776283,85.00377203209656,1.5566466280841214,2.341137123745819,20.93,0,0,0,0,0,0,0,0,1
368,81448,49,60702,230,2.14,8,Moderate,0.060161084372851385,0.28238876338277186,74.52853354287397,1.6041461055516637,3.7383177570093458,17.12,0,0,0,0,0,0,1,0,0
357,44463,3197,56611,9466,2.26,1,Moderate,7.190248071430178,21.289611587162362,127.32159323482446,1.0846300773045614,0.4424778761061947,2.26,0,0,0,0,0,0,0,1,0
977,11408,2411,86276,7332,1.31,16,Severe,21.13429172510519,64.27068723702665,756.2762973352034,0.22800814657438148,12.213740458015266,20.96,0,0,1,0,0,0,0,0,0
201,64407,4276,63677,9040,2.16,15,Severe,6.639029919108172,14.035741456673964,98.86658282484822,1.3751997719637064,6.944444444444444,32.400000000000006,0,0,0,0,0,0,0,0,0
255,99851,2552,77525,4693,0.69,8,Moderate,2.555808154149683,4.70000300447667,77.64068462008392,1.9127287229977035,11.594202898550726,5.52,0,0,0,1,0,0,0,0,0
299,29133,3920,69833,4190,2.88,12,Severe,13.455531527820686,14.382315587134864,239.70411560773007,0.5737843592603454,4.166666666666667,34.56,0,0,0,0,0,0,0,0,1
589,35528,2472,94752,3785,2.67,7,Severe,6.957892366584102,10.65356901598739,266.69668993469935,0.707524014453978,2.6217228464419478,18.689999999999998,0,0,0,0,0,0,1,0,0
231,67128,205,25882,5570,2.22,5,Moderate,0.30538672387081395,8.297580741270409,38.55619115719223,1.322108827392595,2.252252252252252,11.100000000000001,0,0,0,0,0,0,0,0,0
111,10587,3318,63343,7938,2.77,11,Moderate,31.340323037687728,74.97874752054406,598.3092471899499,0.21083530570322745,3.9711191335740073,30.47,0,0,0,1,0,0,0,0,0
6,80357,460,11399,6512,2.55,9,Moderate,0.572445462125266,8.103836629042895,14.185447440795452,1.5393049843659699,3.5294117647058827,22.95,0,0,0,1,0,0,0,0,0
959,20193,2202,52714,2731,1.5,9,Critical,10.90476897934928,13.524488684197495,261.05085920863667,0.4021344411131833,6.0,13.5,0,0,0,0,1,0,0,0,0
433,77972,559,9325,208,0.52,11,Mild,0.7169240240086184,0.2667624275380906,11.95942133073411,1.5584021041986038,21.153846153846153,5.720000000000001,0,0,0,1,0,0,0,0,0
68,18988,1296,6637,7690,2.48,18,Critical,6.825363387402571,40.499262692226665,34.95365493996208,0.37397512832991586,7.258064516129032,44.64,0,0,0,0,0,1,0,0,0
134,82479,692,15966,8475,2.06,8,Mild,0.8390014427914985,10.275342814534609,19.357654675735642,1.5799536543863113,3.883495145631068,16.48,1,0,0,0,0,0,0,0,0
830,92222,689,41536,3198,0.98,18,Critical,0.7471102340005639,3.4677191993233722,45.03914467263777,1.8163437057531862,18.367346938775512,17.64,0,0,0,0,0,0,0,0,1
400,86220,4873,86617,1201,2.41,7,Moderate,5.65182092321967,1.392948271862677,100.46045001159824,1.7170322147664372,2.904564315352697,16.87,0,0,0,0,0,0,1,0,0
874,81523,3426,85759,7256,1.13,9,Moderate,4.202495001410645,8.900555671405616,105.19607963396834,1.7433760243721501,7.964601769911505,10.169999999999998,0,0,0,0,0,0,0,0,0
70,81723,244,31530,4396,1.56,4,Critical,0.29856955814152686,5.3791466294678365,38.58154986968173,1.74765304073409,2.564102564102564,6.24,0,0,1,0,0,0,0,0,0
78,36216,3423,35353,517,2.04,3,Severe,9.451623591782637,1.4275458360945439,97.61707532582284,0.7132864571095551,1.4705882352941175,6.12,0,0,0,0,0,0,0,0,0
116,28895,2652,86452,7807,0.53,19,Severe,9.178058487627618,27.018515314068175,299.1936321162831,0.5754308263242427,35.84905660377358,10.07,0,0,0,0,0,0,0,1,0
550,64486,2981,43906,8317,0.73,16,Moderate,4.622708805011941,12.897373073225197,68.08609620692863,1.2700737373858728,21.91780821917808,11.68,0,0,0,0,1,0,0,0,0
396,14476,3802,94931,9981,0.62,1,Mild,26.264161370544347,68.94860458690246,655.7819839734734,0.3095704442772131,1.6129032258064517,0.62,1,0,0,0,0,0,0,0,0
454,52495,4937,29277,2943,1.06,16,Mild,9.404705210020001,5.60624821411563,55.77102581198209,1.03661904413041,15.094339622641508,16.96,0,0,1,0,0,0,0,0,0
647,53510,238,23577,9281,2.18,14,Severe,0.44477667725658754,17.344421603438608,44.06092319192674,1.3053225251685014,6.422018348623853,30.520000000000003,0,0,0,0,0,0,0,0,1
845,75457,3347,5297,6971,1.17,19,Mild,4.43563884066422,9.238374173370262,7.019892123991148,1.4861513196961482,16.239316239316242,22.229999999999997,0,0,1,0,0,0,0,0,0
314,86816,1293,78013,3306,1.48,8,Severe,1.489356800589753,3.808053814964983,89.8601640250645,2.1177888309667097,5.405405405405405,11.84,0,0,0,0,1,0,0,0,0
165,69885,2179,76583,2784,2.53,19,Mild,3.1179795378121202,3.983687486585104,109.58431709236602,1.3903763317103488,7.509881422924901,48.06999999999999,0,0,0,0,0,0,0,0,0
714,48611,2382,83843,8117,0.64,8,Critical,4.900125486001111,16.697866737981116,172.47742280553783,0.9680660286709728,12.5,5.12,0,0,0,0,0,1,0,0,0
180,72866,3576,79464,2680,2.8,4,Severe,4.90763867921939,3.6779842450525626,109.05497763017044,1.3631140944418483,1.4285714285714286,11.2,0,0,0,0,0,1,0,0,0
598,19695,1700,92122,6459,1.33,4,Critical,8.631632394008632,32.795125666412794,467.74308200050774,0.39221699686644607,3.007518796992481,5.32,0,0,0,0,0,0,0,0,0
142,50390,3786,42983,4685,1.13,9,Severe,7.513395514983132,9.297479658662432,85.30065489184362,0.9652622442624939,7.964601769911505,10.169999999999998,0,0,0,0,0,0,0,0,1
559,74127,2668,83186,3579,1.03,12,Moderate,3.5992283513429655,4.828200250920718,112.22091815397899,1.4762056017628356,11.650485436893204,12.36,0,1,0,0,0,0,0,0,0
332,51052,2763,51543,2590,1.09,3,Critical,5.412128809840946,5.073258638251195,100.96176447543681,1.0054865310458638,2.7522935779816513,3.2700000000000005,0,0,0,0,0,0,0,1,0
546,86936,2135,40081,381,1.06,19,Critical,2.4558295757798843,0.4382534278089629,46.10403055121009,1.7167256542627167,17.92452830188679,20.14,0,0,0,0,0,0,0,1,0
72,46137,929,23619,2349,2.3,17,Critical,2.0135682857576347,5.091358345796216,51.193185512712134,1.125465620327026,7.391304347826088,39.099999999999994,1,0,0,0,0,0,0,0,0
254,32274,2773,44807,4280,0.52,11,Critical,8.592055524570862,13.261448844270928,138.8331164404784,0.6450503964359737,21.153846153846153,5.720000000000001,0,1,0,0,0,0,0,0,0
555,44049,2032,49927,2949,1.14,11,Mild,4.613044564008264,6.69481713546278,113.34423028899634,0.8675600604489395,9.649122807017545,12.54,0,1,0,0,0,0,0,0,0
240,16388,2708,91248,8524,0.9,4,Severe,16.524286062972905,52.01366853795461,556.7976568220649,0.34991187080505565,4.444444444444445,3.6,0,0,0,1,0,0,0,0,0
988,49167,583,81468,3352,0.58,14,Severe,1.1857546728496755,6.817580897756626,165.69650375251692,0.9709010104345152,24.13793103448276,8.12,0,1,0,0,0,0,0,0,0
243,7468,3642,10284,5921,1.28,12,Critical,48.76807712908409,79.28494911622924,137.70755222281736,0.14708480400083274,9.375,15.36,0,0,1,0,0,0,0,0,0
62,31030,1283,50046,1549,0.79,3,Critical,4.134708346761199,4.9919432806961,161.2826297131808,0.662543650908035,3.7974683544303796,2.37,1,0,0,0,0,0,0,0,0
475,93476,4017,50275,7696,2.31,16,Critical,4.297359750096281,8.233129359407762,53.78385895844923,1.8458710690377027,6.926406926406926,36.96,0,0,1,0,0,0,0,0,0
611,29789,4757,68527,6478,2.67,13,Mild,15.968981838933836,21.74628218469905,230.04129040921146,0.5953834746059125,4.868913857677903,34.71,0,0,1,0,0,0,0,0,0
264,14667,3875,87275,6691,1.38,16,Severe,26.41985409422513,45.619417740505895,595.0432944705801,0.31365499490286575,11.594202898550726,22.08,0,0,0,0,0,0,0,0,1
991,25068,1942,94684,4510,2.84,19,Mild,7.746928354874741,17.991064305090156,377.7086325195468,0.5360812308055525,6.690140845070423,53.959999999999994,0,0,0,0,1,0,0,0,0
123,98845,1629,57071,9045,0.9,18,Critical,1.6480348019626687,9.150690474986089,57.73787242652638,1.9518927405861581,20.0,16.2,0,0,0,0,0,1,0,0,0
118,21547,3824,49900,8356,2.63,15,Critical,17.747250197243236,38.780340650670624,231.58676381862904,0.4290987373181678,5.7034220532319395,39.449999999999996,0,0,0,0,0,1,0,0,0
432,37537,2994,9510,8274,2.31,13,Moderate,7.976130218184724,22.042251645043557,25.335002797240058,0.8027318158906983,5.627705627705628,30.03,0,0,0,0,0,0,0,1,0
